hpi,gdp,unemployment,property_price,personal_income,population,permit,new_homes,delinquency,men_married,men_unmarried_divorced,men_unmarried_widowed,women_married,women_unmarried_divorced,women_unmarried_widowed,immigrants
63.965,4722.156,6.6,85.2524,3820.2,241857.0,1690.0,1774.0,-0.9445752490642754,54059.326926520094,5689.178961650985,2134.6654206652634,55162.56110293227,8218.932526166533,11006.097500671074,599889.0
64.423,4489.181078033152,6.6,91.60009699596296,3845.0,242005.0,1689.0,1784.0,-1.6092297595008223,54490.93523857189,5639.9931407026825,2084.094321186859,55606.64612302612,8277.717102030489,10996.09198845077,599889.0
64.735,4482.8575033596435,6.6,91.82685301260966,3863.8,242166.0,1704.0,1726.0,-1.5530085621401586,54526.16710057728,5656.130670522392,2081.018766493008,55644.43667987201,8291.152537694863,11001.964519397114,599889.0
65.131,4806.16,6.3,86.0896,3875.4,242338.0,1601.0,1614.0,-0.8417240569298325,54286.526110564184,5733.390856973247,2118.9875649124306,55373.43064487969,8253.06257700437,10988.044252905129,599889.0
65.563,4521.11234659457,6.3,86.16732001760198,3908.6,242516.0,1500.0,1628.0,-1.2158474824196457,54532.00200230737,5676.083099770695,2091.3756165440905,55660.46962164964,8285.649616966479,11004.528353785077,599889.0
66.071,4515.814897978326,6.2,86.71256141565115,3919.7,242706.0,1522.0,1594.0,-1.2640507183766747,54578.14378765845,5693.0875799974,2088.3825745982517,55706.516038664384,8305.93116312275,11009.273215330713,599889.0
66.508,4884.555,6.1,86.9421,3942.1,242908.0,1516.0,1575.0,-0.8724520124736177,54497.95385155061,5764.925722798587,2111.843622903277,55574.46425426017,8301.461283190427,10971.070600808333,599889.0
66.938,4590.080352200394,6.0,86.72511403705198,3978.6,243118.0,1511.0,1605.0,-1.3644434547607194,54643.66406750858,5716.830390891503,2094.6044349385174,55768.73381365096,8338.370183728428,11010.145310163552,599889.0
67.331,4651.8604126083055,5.9,87.2576122756409,3995.6,243335.0,1514.0,1695.0,-1.5234561867808392,54671.949167204075,5725.298435820479,2101.842324090204,55789.513147440746,8362.834643748065,11003.162512517647,599889.0
67.73899999999999,5007.994,6.0,87.9304,4034.7,243543.0,1447.0,1515.0,-0.7969895393045583,54700.88715723845,5807.1208077302035,2107.63916008321,55765.22070001669,8350.792757588639,10953.99683051752,599889.0
68.108,4719.508129761204,5.8,85.78516495313124,4062.1,243724.0,1457.0,1656.0,-1.4103030051004186,54716.27705028276,5749.141564213851,2108.9108098236266,55836.24570857952,8381.982840090805,11005.688384480385,599889.0
68.505,4678.309487077616,5.7,81.93272027075878,4115.7,243895.0,1345.0,1400.0,-0.9572086022459505,54734.29235912526,5770.291784142742,2103.582400211392,55873.560104062766,8362.801625164026,11025.12235472761,599889.0
68.857,5073.372,5.7,88.7984,4128.2,244056.0,1244.0,1271.0,-0.5792029642172647,55078.68553910507,5831.275567191992,2082.400869566789,56120.94215629202,8380.330495756974,10954.558868911867,641346.0
69.26100000000001,4770.147159952122,5.7,85.89356490693424,4153.0,244205.0,1438.0,1473.0,-1.1846754249680806,54854.10577995013,5786.460172841271,2107.0333716374025,55967.9765095643,8411.40640191803,11043.933159157988,641346.0
69.637,4812.792022694018,5.7,88.56483778368886,4178.3,244362.0,1525.0,1532.0,-1.4156098072940235,54900.882724875635,5795.385792453778,2107.441198154638,56007.21919040228,8439.32420792017,11042.878701397189,641346.0
69.976,5190.036,5.4,89.9367,4209.5,244528.0,1429.0,1573.0,-1.2944489035521265,54953.802047882724,5839.254792788526,2121.2006217923017,55999.87873333155,8436.59279103465,10983.16602292432,641346.0
70.426,4830.372002941237,5.6,86.09927128632052,4225.9,244708.0,1444.0,1421.0,-1.1642954719742171,54939.61163650057,5822.57967871708,2109.6503050862266,56053.97606035738,8450.509548449354,11050.321014441015,641346.0
70.889,4886.081594606866,5.4,87.64571471348731,4258.9,244914.0,1485.0,1478.0,-1.4416506460346117,54989.48587904555,5830.797043827749,2112.8510908374637,56096.524226446716,8475.795508723855,11049.326572018996,641346.0
71.355,5282.835,5.4,91.256,4298.8,245131.0,1439.0,1467.0,-1.16124321248998,55106.40905389349,5890.373613380391,2117.1947776745556,56145.965290791435,8485.039455925253,10981.73128993446,641346.0
71.8,4975.712333376277,5.6,87.07259961458166,4323.0,245352.0,1460.0,1493.0,-1.2320789489490682,55027.39187251758,5859.657187987379,2122.727923604937,56134.055502278505,8506.65259901145,11045.521896884711,641346.0
72.241,5012.019845140144,5.4,86.60607978280586,4352.5,245579.0,1436.0,1492.0,-1.305977576182519,55063.691985859485,5871.974064271215,2126.234275908374,56169.00164694562,8522.308952178628,11046.590236464266,641346.0
72.63600000000001,5399.509,5.4,92.5778,4391.1,245789.0,1516.0,1522.0,-1.2639851386286018,55163.4988757503,5934.680407937834,2130.785483480484,56199.85487843208,8546.639508315391,10988.946924193633,641346.0
73.072,5094.632002687394,5.3,89.05752543391108,4402.5,245970.0,1508.0,1569.0,-1.575722434503584,55142.7432558513,5894.491153350526,2130.91869405985,56238.25928901789,8569.293217875216,11044.254002038178,641346.0
73.465,5134.362696245541,5.3,88.94182802605039,4438.6,246140.0,1501.0,1563.0,-1.5479072764141826,55164.14748702578,5904.31426216675,2134.313096965243,56259.689223332956,8579.492873945743,11044.951759024005,641346.0
73.947,5511.253,5.4,93.6124,4501.5,246301.0,1466.0,1621.0,-1.0447441385355525,55391.195621576524,5878.974390042007,2193.568085264201,56340.09285742328,8610.237292552272,11305.276168248653,1090172.0
74.383,5495.611127337009,5.2,96.80334939345119,4529.6,246454.0,1383.0,1425.0,-1.07929197935883,55730.49884541809,5887.027491147683,2153.8181888973822,56663.044570553044,8629.275771336925,11280.622071801914,1090172.0
74.779,5565.476888712777,5.0,92.4134237777331,4570.2,246626.0,1214.0,1422.0,-0.8816976100810621,55705.21599291042,5887.697987473826,2167.9631813589253,56642.04395257329,8614.891243208367,11275.75750613999,1090172.0
75.085,5612.463,5.2,93.5733,4582.5,246814.0,1376.0,1339.0,-0.6610842566686213,55602.961990147865,5939.975017159363,2176.620652154209,56538.68214758227,8633.236973964496,11294.795880858142,1090172.0
75.306,5515.666422529869,5.2,96.4926746994289,4579.4,247010.0,1381.0,1331.0,-0.8978014688842375,55820.88661325417,5934.726493025453,2152.840761510978,56757.28837875822,8674.607156407132,11288.716946597835,1090172.0
75.48,5585.31037874224,5.3,95.14091357364393,4602.2,247228.0,1322.0,1397.0,-0.7663428768349387,55816.35904290059,5944.122337608804,2164.1701778814304,56750.44121647556,8686.915010506913,11279.328418437517,1090172.0
75.656,5695.365,5.2,94.1373,4628.5,247458.0,1283.0,1427.0,-0.6805972077496136,55781.75847371293,5968.97334345777,2178.3594410722058,56707.828373677134,8696.794335078772,11269.892097491582,1090172.0
75.835,5599.832119328871,5.2,95.35137086783422,4639.1,247695.0,1334.0,1332.0,-0.7260651552714332,55902.32160471309,5983.220289078892,2162.461170481168,56837.53642477159,8728.90264149339,11286.327422601866,1090172.0
76.056,5609.137161634758,5.3,94.59279886737022,4662.3,247942.0,1314.0,1279.0,-0.5234726641829592,55930.35459879289,6005.4800192614675,2163.155271532585,56869.39371553037,8745.084941147972,11289.144058494301,1090172.0
76.283,5747.237,5.3,94.7279,4703.0,248174.0,1365.0,1410.0,-0.6088368386549003,55837.281167017,6024.979192255025,2187.463083701655,56768.392340604936,8763.374321916333,11287.269987326872,1090172.0
76.521,5705.96604449887,5.4,95.77707457556997,4718.1,248380.0,1344.0,1351.0,-0.5570870668386085,55988.52507599625,6032.1954602806145,2171.934695454951,56920.80666173544,8788.620277185957,11283.510641351311,1090172.0
76.705,5669.18660683826,5.4,97.55019944620477,4735.7,248569.0,1422.0,1251.0,-0.5687844732301528,56055.9616466779,6056.474660053832,2161.6449593407096,56991.11413370237,8813.07428796529,11295.827986600165,1090172.0
76.89699999999999,5872.701,5.4,94.0502,4783.8,248743.0,1748.0,1551.0,-0.6251375793729128,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
77.053,6234.564509141827,5.3,94.33883311651493,4819.8,248920.0,1329.0,1437.0,0.19325798146076245,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
77.20100000000001,6220.495986198676,5.2,91.89398830265941,4842.7,249146.0,1246.0,1289.0,0.491324838661507,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
77.278,5960.028,5.4,93.2186,4883.8,249436.0,1136.0,1248.0,0.4158179159719442,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
77.297,6264.780583359171,5.4,87.10460582615315,4889.5,249707.0,1067.0,1212.0,1.134320818494876,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
77.258,6286.2871077270875,5.2,87.70271052511862,4919.3,249990.0,1108.0,1177.0,1.015445236051507,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
77.139,6015.116,5.5,91.4427,4948.2,250285.0,1078.0,1171.0,0.7899087025401368,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
77.009,6310.3998474504815,5.7,85.94926785858922,4949.9,250595.0,1069.0,1115.0,1.5870049087455538,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
76.85,6349.180284610332,5.9,83.54975092412474,4978.6,250904.0,976.0,1110.0,1.944483192836218,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
76.699,6004.733,5.9,89.4855,4966.5,251201.0,925.0,1014.0,1.5447734520176102,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
76.369,6366.581651089008,6.2,81.9453448873553,4973.5,251486.0,941.0,1145.0,2.2707620405317126,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
76.184,6352.138687447453,6.3,79.47660184392828,5004.1,251758.0,861.0,969.0,2.731573014968836,55833.0,6283.0,2333.0,56797.0,8845.0,11477.0,1535872.0
75.915,6035.178,6.4,88.1239,4990.4,252012.0,786.0,798.0,3.09,56850.6710741655,6244.3524347252205,2256.3271484442794,57639.37831137905,9081.656889595237,11755.939280655071,1826595.0
75.733,6492.029739077244,6.6,99.3107517645465,4997.1,252253.0,853.0,965.0,2.4592565083745175,57234.07616578625,6288.353350658484,2237.8034873621605,57914.93668956037,9142.803789374811,11653.124542777377,1826595.0
75.569,6478.810353138141,6.8,100.61094945546014,5005.8,252507.0,911.0,921.0,2.5791657738756086,57285.03103303103,6316.61407341119,2233.0477194926925,57966.93369281524,9174.249392465921,11657.335835196402,1826595.0
75.565,6126.862,6.7,88.2351,5034.3,252778.0,916.0,1001.0,3.18,56769.578358198545,6301.151133596211,2287.9009698614027,57563.63748624539,9164.916668945702,11768.293967060377,1826595.0
75.764,6564.964471939768,6.9,103.1450267615985,5055.9,253060.0,991.0,996.0,2.46675619159069,57378.60436586792,6355.613355175735,2238.358659627107,58051.22152968153,9238.650908130854,11653.263204485329,1826595.0
75.992,6630.195071736404,6.9,102.65371721112066,5090.8,253350.0,964.0,1036.0,2.499881285858171,57405.263244018504,6371.60301712247,2246.3872026790395,58075.119479214445,9260.55397039757,11648.67533429749,1826595.0
76.081,6205.937,6.8,87.2432,5087.0,253650.0,973.0,1063.0,3.22,56777.52686428651,6369.099557457101,2308.9149222527267,57574.875964728126,9245.596286041728,11783.451210033894,1826595.0
76.108,6669.6804109066425,6.9,102.171881208645,5108.4,253966.0,944.0,1049.0,2.618225787761302,57487.31446538486,6420.017249270542,2251.357712495732,58154.377317498096,9319.625578174458,11645.561618313628,1826595.0
76.192,6689.964376486053,6.9,102.93559172840526,5141.5,254280.0,974.0,1015.0,2.633424377216926,57547.19261205297,6446.0584383273135,2250.36382896975,58214.10191280735,9349.945549050448,11649.970494409441,1826595.0
76.074,6264.54,7.0,86.3059,5157.7,254576.0,991.0,1079.0,3.28,56852.70558107519,6433.322492104675,2322.9326413780414,57656.17475470589,9327.9844046102,11797.22708165179,1826595.0
76.012,6778.323539366559,7.0,103.567378396822,5177.0,254841.0,984.0,1103.0,2.653520830929681,57615.71522214026,6484.016630658087,2260.184838542724,58274.92544104004,9407.559771687382,11641.21951183285,1826595.0
76.056,6822.394873421644,7.3,105.55089891132658,5233.0,255089.0,1061.0,1079.0,2.7532357688967046,57661.191130354004,6505.750761359286,2259.836294522416,58320.38008505834,9433.512200543431,11644.768863513646,1826595.0
76.087,6363.102,7.3,85.9164,5264.8,255331.0,1077.0,1176.0,3.12,56606.93670664565,6607.6348851814055,2246.05811425052,57588.665749124535,9354.070587885693,11185.256306235806,973445.0
76.156,6392.646754482751,7.4,87.17184791901855,5303.2,255576.0,1146.0,1250.0,2.217516380310556,56697.784007940405,6598.807905591767,2247.959789764718,57673.223048589825,9385.169799425039,11202.845187573772,973445.0
76.27600000000001,6451.727120619823,7.4,85.65693867712403,5323.8,255848.0,1082.0,1297.0,2.3207840282012224,56708.25494322027,6613.227071613656,2257.7938489133276,57681.83602005236,9402.30908716481,11195.663729815773,973445.0
76.345,6470.763,7.4,85.057,5357.4,256139.0,1054.0,1099.0,3.06,56731.15619989319,6667.076048158702,2252.9271434910947,57709.320612465555,9413.490924440073,11193.536107653828,973445.0
76.398,6503.902536966588,7.6,84.67359696502558,5392.4,256437.0,1056.0,1214.0,2.673306260164855,56779.603004180746,6661.678338391026,2261.795049764046,57758.510968746865,9443.891576139267,11200.21467435642,973445.0
76.332,6513.6584147298245,7.8,84.38771847353334,5424.0,256742.0,1057.0,1145.0,2.930061363117444,56818.95208574668,6690.879559031198,2261.258132664756,57802.42999879959,9466.874167344926,11204.516302063883,973445.0
76.263,6566.641,7.7,84.2302,5437.1,257063.0,1089.0,1139.0,2.88,56794.2463718626,6729.0375944174375,2271.1343184097996,57773.78110552193,9494.289179762156,11209.26417493855,973445.0
76.23,6601.103667996073,7.6,85.39665159041184,5465.1,257390.0,1075.0,1226.0,2.739788966719182,56923.07889210811,6733.008086027861,2269.2399548154062,57896.57323606478,9534.638119057196,11199.490058389814,973445.0
76.238,6569.167569462724,7.6,86.2433588157744,5452.8,257704.0,1114.0,1186.0,2.7725296593069384,56989.607014097804,6765.95208650556,2263.4882135425482,57962.82931663563,9574.025221488697,11203.705055458438,973445.0
76.375,6680.803,7.3,83.8807,5444.9,258004.0,1132.0,1244.0,2.79,56841.4282908688,6812.6151687091515,2290.230313742839,57807.58260395803,9591.66984267646,11208.27857230725,973445.0
76.557,6605.094158861625,7.4,86.585478812807,5467.4,258280.0,1118.0,1214.0,2.677606656803123,57085.66764784936,6808.9407444757335,2266.5226360369243,58053.04324385164,9634.456894285144,11202.248295458365,973445.0
76.67399999999999,6827.8666489436355,7.4,88.83980153573077,5676.8,258546.0,1176.0,1227.0,2.4640664616690486,57132.76189733833,6804.740942610801,2281.177975683986,58096.86422175498,9635.195320135099,11208.263971954715,973445.0
76.78399999999999,6729.459,7.3,83.4095,5534.1,258799.0,1177.0,1210.0,2.78,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
76.837,6718.981619289879,7.1,82.37423941872225,5568.0,259036.0,1148.0,1210.0,2.3384295827044586,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
76.868,6685.885151318743,7.0,79.58823667639831,5565.0,259283.0,1056.0,1083.0,2.6386549664341477,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
76.936,6808.939,7.1,83.1692,5621.8,259547.0,1104.0,1258.0,2.67,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
77.038,6821.352402638116,7.1,80.94051039622673,5637.9,259822.0,1112.0,1260.0,2.4757221503489095,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
77.243,6826.009839086352,7.0,80.93741748854461,5632.9,260109.0,1130.0,1280.0,2.408776142519871,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
77.43,6882.098,6.9,83.4042,5660.1,260411.0,1174.0,1254.0,2.59,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
77.612,6886.058959184919,6.8,82.63942963562363,5682.0,260717.0,1230.0,1300.0,2.17204822350733,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
77.794,6895.984012059823,6.7,82.7338136352904,5675.1,261015.0,1251.0,1343.0,2.0752294335700103,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
77.941,7013.738,6.8,83.5711,5669.1,261294.0,1287.0,1392.0,2.44,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
78.14699999999999,6928.0042957903415,6.6,84.530201694771,5694.4,261550.0,1357.0,1376.0,1.870231399798092,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
78.325,7179.038355189669,6.5,88.1323066248143,5893.8,261796.0,1461.0,1533.0,1.4289122864525279,56833.0,6778.0,2468.0,57768.0,9883.0,11214.0,903916.0
78.59100000000001,7115.652,6.6,83.2658,5779.0,262021.0,1390.0,1272.0,2.39,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
78.727,6876.417775728539,6.6,85.26712449054796,5798.0,262237.0,1269.0,1337.0,2.9518365149575896,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
78.85600000000001,6979.387374194698,6.5,87.30023974953471,5829.4,262491.0,1342.0,1564.0,2.5272411514824267,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
78.986,7246.931,6.4,83.2195,5890.5,262754.0,1392.0,1465.0,2.26,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
79.222,7056.207310660359,6.1,88.14437444926986,5911.1,263014.0,1396.0,1526.0,2.2909673735065237,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
79.422,7033.017545978512,6.1,86.58956639454217,5917.5,263294.0,1357.0,1409.0,2.5497429035035655,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
79.594,7331.075,6.1,82.8818,5946.4,263580.0,1335.0,1439.0,2.16,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
79.781,7106.435360771799,6.0,86.59611932132563,5968.7,263871.0,1377.0,1450.0,2.495042109101158,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
79.92,7150.018028256173,5.9,87.21802937529148,6001.5,264159.0,1412.0,1474.0,2.3832712973797587,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
80.065,7455.288,5.8,82.8292,6065.3,264430.0,1397.0,1450.0,2.06,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
80.15,7250.46545007517,5.6,85.35736171556195,6075.4,264681.0,1340.0,1511.0,2.3592056866972957,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
80.296,7266.727356137681,5.5,86.31934483894858,6108.1,264924.0,1396.0,1455.0,2.293428496236137,57068.0,7250.0,2222.0,58185.0,10129.0,11073.0,803993.0
80.426,7522.289,5.6,82.4352,6148.6,265157.0,1282.0,1407.0,2.08,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
80.528,7059.847222579613,5.4,79.02374842863944,6173.3,265383.0,1254.0,1316.0,1.9399112448153932,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
80.598,7072.166885018948,5.4,78.02663348415635,6200.3,265625.0,1226.0,1249.0,2.1082175509317285,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
80.661,7580.997,5.8,82.24,6223.9,265877.0,1259.0,1267.0,2.11,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
80.703,7136.8732840059665,5.6,78.67925688566649,6238.3,266134.0,1271.0,1314.0,2.163258321779095,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
80.785,7158.674155325151,5.6,79.1245918513417,6267.4,266414.0,1305.0,1281.0,2.1836221728039273,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
80.936,7683.125,5.7,82.61399999999999,6296.3,266700.0,1354.0,1461.0,2.16,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
81.11,7258.235816837779,5.7,80.73794032606585,6319.0,266998.0,1386.0,1416.0,2.036600820791497,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
81.306,7275.591041350347,5.6,81.129236297397,6347.7,267304.0,1421.0,1369.0,2.0118220930879698,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
81.482,7772.586,5.5,82.6253,6373.5,267585.0,1400.0,1369.0,2.17,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
81.619,7357.043705549065,5.6,81.04058083999413,6394.0,267829.0,1430.0,1452.0,1.9846120429529517,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
81.736,7377.591472012503,5.6,81.07914698750423,6417.8,268047.0,1442.0,1431.0,2.0215430109596593,57570.0,7383.0,2284.0,58984.0,10270.0,11082.0,720177.0
81.834,7868.468,5.6,82.5863,6453.9,268258.0,1387.0,1467.0,2.18,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
81.95299999999999,7982.838423203174,5.5,83.14270401969355,6517.8,268480.0,1420.0,1491.0,2.445705659022954,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
82.194,8008.295698120207,5.5,83.25526261272097,6560.4,268724.0,1437.0,1424.0,2.5273571432811277,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
82.42,8032.84,5.6,82.3523,6597.3,268980.0,1463.0,1516.0,2.26,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
82.61,8119.421641038046,5.6,83.59876787458865,6637.3,269247.0,1457.0,1504.0,2.5402201715127273,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
82.75200000000001,8159.233606361448,5.3,82.72444406185565,6681.3,269527.0,1429.0,1467.0,2.4831323003747574,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
82.928,8131.408,5.5,82.3726,6681.6,269822.0,1450.0,1472.0,2.24,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
83.086,8227.113107272915,5.1,81.85979797052022,6709.4,270130.0,1413.0,1557.0,2.38376798138251,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
83.256,8246.521252436978,5.2,80.95960221672732,6747.4,270433.0,1392.0,1475.0,2.629767203804837,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
83.37700000000001,8259.771,5.2,82.2826,6768.8,270730.0,1358.0,1392.0,2.34,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
83.552,8315.192543520021,5.4,80.933874756433,6802.4,271002.0,1412.0,1489.0,2.7976360603618122,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
83.721,8316.801015591962,5.4,80.46185193535649,6836.6,271243.0,1411.0,1370.0,2.9746225063509417,57656.0,7768.0,2478.0,58905.0,10521.0,11078.0,915560.0
83.955,8362.655,5.3,82.4067,6884.8,271472.0,1382.0,1355.0,2.3,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
84.18,8681.943954808077,5.2,83.99890408139393,6920.9,271703.0,1445.0,1486.0,2.765608137125424,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
84.45100000000001,8718.324624703288,5.2,83.59544491490115,6960.8,271952.0,1436.0,1457.0,2.8527199368828864,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
84.62200000000001,8518.825,5.1,82.9084,6972.8,272213.0,1421.0,1492.0,2.28,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
84.861,8765.122158630817,4.9,82.51656531739005,7001.3,272482.0,1414.0,1442.0,2.8058965272247374,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
85.081,8822.193840569162,5.0,82.16201070570244,7035.8,272767.0,1402.0,1494.0,2.8766228547207806,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
85.331,8662.823,4.9,83.6039,7071.7,273074.0,1440.0,1437.0,2.26,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
85.573,8882.345586817682,4.8,82.53687027187496,7119.4,273395.0,1449.0,1390.0,2.878144099638037,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
85.85,8973.130664256285,4.9,83.72311019117674,7158.1,273703.0,1494.0,1546.0,2.725386853587983,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
86.147,8765.907,4.7,84.5486,7205.1,273989.0,1499.0,1520.0,2.2,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
86.632,9073.632217654838,4.6,82.85865452633621,7257.0,274249.0,1469.0,1510.0,2.6978595258945273,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
87.09200000000001,9140.170918770033,4.7,82.59615199063686,7300.0,274499.0,1456.0,1566.0,2.7573215820135974,57923.0,8231.0,2690.0,58829.0,11116.0,11058.0,797847.0
87.615,8866.48,4.6,86.0117,7368.9,274732.0,1555.0,1525.0,2.2,58633.0,8331.0,2569.0,59333.0,11093.0,11029.0,653206.0
